table,column,ours,pub,diff_abs,fail
B,ds_99_18,-0.06042842034941026,-0.06042842034940235,7.91033905045424e-15,FALSE
B,ds_99_18,-0.01220854080668101,-0.012208540806676216,4.794775687599895e-15,FALSE
B,ds_99_18,0.05212696232078569,0.0521269623207816,4.0870085094013575e-15,FALSE
B,ds_99_18,0.04626147123190088,0.04626147123190172,8.396061623727746e-16,FALSE
B,ds_99_18,-0.01517174986698258,-0.015171749866977502,5.077535614184114e-15,FALSE
B,ds_99_18,-0.00250535454464614,-0.002505354544648841,2.7009644520958886e-15,FALSE
B,ds_99_18,-0.00934654573188092,-0.009346545731879426,1.493596912816031e-15,FALSE
B,ds_99_18,-0.00769100212625702,-0.007691002126255605,1.4155343563970746e-15,FALSE
B,ds_99_18,-0.00124287175221523,-0.0012428717522137422,1.4877422210846092e-15,FALSE
B,ds_99_18,0.01020605162538207,0.010206051625378331,3.738329090730019e-15,FALSE
B,ds_99_18,-0.00961733346920425,-0.009617333469209384,5.133046765415372e-15,FALSE
B,ds_99_18,-0.03116029626785829,-0.03116029626785847,1.7694179454963432e-16,FALSE
B,ds_99_18,-0.01670986660011959,-0.016709866600117244,2.345346139520643e-15,FALSE
B,ds_99_18,-0.00294092401222102,-0.0029409240122214297,4.098284211995207e-16,FALSE
B,ds_99_18,-0.00281113692301919,-0.0028111369230179248,1.2650470948560866e-15,FALSE
B,ds_99_18,-8.701191556559629e-4,-8.701191556570452e-4,1.082359028792279e-15,FALSE
B,ds_99_18,-0.00725574250809098,-0.007255742508093174,2.194425197110661e-15,FALSE
B,ds_99_18,-0.00127154221991358,-0.001271542219912207,1.3730336312356428e-15,FALSE
B,ds_99_18,-0.00358520947475255,-0.0035852094747491937,3.3562562451461275e-15,FALSE
B,ds_99_18,0.01644220779234118,0.016442207792337384,3.795574965437254e-15,FALSE
B,ds_99_18,0.01776105935351211,0.01776105935350776,4.350686477749832e-15,FALSE
B,ds_99_18,0.02150890464968173,0.021508904649689548,7.816663982751493e-15,FALSE
B,ds_99_18,-0.01980959457595108,-0.019809594575952404,1.3253287356462806e-15,FALSE
B,ds_99_18,0.01140739500869445,0.011407395008693928,5.221517662690189e-16,FALSE
B,ds_99_18,0.01962742170648798,0.019627421706489248,1.2698175844150228e-15,FALSE
B,ds_99_18,0.03503624909266896,0.035036249092667324,1.6375789613221059e-15,FALSE
B,ds_99_18,0,0,0,FALSE
