year,gender,epop16_24,epop25_54,epop55_64,epop65,epop_all
1999,All,0.58994942366502,0.8141254505152371,0.5773066250433576,0.11950498707055782,0.6425291450465455
2018,All,0.5046047784443742,0.7936782973336498,0.6307878615187349,0.18924399898601876,0.6042103874844351
1999,Female,0.5695903671349309,0.741479909826283,0.501078301260783,0.08655439721999465,0.5742981181327582
2018,Female,0.503391267486223,0.7276741138292561,0.5749851265388312,0.15402014490192614,0.5488754000330544
1999,Male,0.610219149185515,0.8898719521678273,0.6607921511627907,0.1642354307279193,0.7164617637030946
2018,Male,0.5058017980347063,0.8615940284131953,0.6909638256921482,0.23264311814859928,0.663300662506617
