year,gender,series,ours,pub,diff_abs,fail
1982,All,epop65,0.11513766888565014,0.1151377,3.111434986047268e-8,FALSE
1982,All,epop_all,0.5777350801934162,0.5777351,1.980658370648314e-8,FALSE
1983,All,epop16_24,0.556205472236853,0.5562055,2.776314700358995e-8,FALSE
1983,All,epop25_54,0.7371850275912506,0.737185,2.7591250617575724e-8,FALSE
1983,All,epop55_64,0.514248057083125,0.5142481,4.291687494273333e-8,FALSE
1983,All,epop65,0.1130465008496833,0.1130465,8.49683309822602e-10,FALSE
1983,All,epop_all,0.578793897160963,0.5787939,2.839037005486489e-9,FALSE
1984,All,epop16_24,0.5829828077802558,0.5829828,7.780255772971145e-9,FALSE
1984,All,epop25_54,0.7582940438600285,0.758294,4.3860028497988424e-8,FALSE
1984,All,epop55_64,0.5167331761291493,0.5167332,2.3870850740514982e-8,FALSE
1984,All,epop65,0.10725229826353422,0.1072523,1.736465776724927e-9,FALSE
1984,All,epop_all,0.5953204372278664,0.5953205,6.27721336021736e-8,FALSE
1985,All,epop16_24,0.5899488483657487,0.5899488,4.836574862832066e-8,FALSE
1985,All,epop25_54,0.7669238993510962,0.7669239,6.489038195667263e-10,FALSE
1985,All,epop55_64,0.5182475158084914,0.5182475,1.5808491404811775e-8,FALSE
1985,All,epop65,0.1041967626032522,0.1041968,3.739674780955937e-8,FALSE
1985,All,epop_all,0.6012670658279416,0.601267,6.582794165321815e-8,FALSE
1986,All,epop16_24,0.59480405107882,0.594804,5.107881995147778e-8,FALSE
1986,All,epop25_54,0.7732056528506489,0.7732056,5.28506488572944e-8,FALSE
1986,All,epop55_64,0.5181500159011403,0.51815,1.5901140293372862e-8,FALSE
1986,All,epop65,0.10615703531294322,0.106157,3.531294322234313e-8,FALSE
1986,All,epop_all,0.6068964371545967,0.6068965,6.284540321477294e-8,FALSE
1987,All,epop16_24,0.6005480104836788,0.600548,1.0483678813955066e-8,FALSE
1987,All,epop25_54,0.7837053458961052,0.7837054,5.410389480875466e-8,FALSE
1987,All,epop55_64,0.5250744217998626,0.5250744,2.17998625817728e-8,FALSE
1987,All,epop65,0.1081898391916892,0.1081898,3.919168919952476e-8,FALSE
1987,All,epop_all,0.6152587631460871,0.6152588,3.6853912921408494e-8,FALSE
1988,All,epop16_24,0.6082643123691636,0.6082643,1.2369163582270915e-8,FALSE
1988,All,epop25_54,0.7918224045602028,0.7918224,4.560202770953481e-9,FALSE
1988,All,epop55_64,0.5283027586525576,0.5283027,5.865255758852328e-8,FALSE
1988,All,epop65,0.11173633440514467,0.1117363,3.440514467767386e-8,FALSE
1988,All,epop_all,0.6227567939419217,0.6227568,6.058078261261812e-9,FALSE
1989,All,epop16_24,0.6115418010419251,0.6115418,1.0419251017523834e-9,FALSE
1989,All,epop25_54,0.7991715427843115,0.7991716,5.7215688520351193e-8,FALSE
1989,All,epop55_64,0.5371858357469869,0.5371858,3.5746986815077264e-8,FALSE
1989,All,epop65,0.11500359921845542,0.1150036,7.815445790537723e-10,FALSE
1989,All,epop_all,0.6295408089359579,0.6295408,8.935957862554744e-9,FALSE
1990,All,epop16_24,0.5978696666866136,0.5978697,3.331338638279391e-8,FALSE
1990,All,epop25_54,0.7967497352896687,0.7967497,3.528966874277728e-8,FALSE
1990,All,epop55_64,0.5400357160094599,0.5400357,1.600945986890423e-8,FALSE
1990,All,epop65,0.11440489622867304,0.1144049,3.771326959056687e-9,FALSE
1990,All,epop_all,0.6279947558732105,0.6279948,4.412678944465398e-8,FALSE
1991,All,epop16_24,0.5715280300278484,0.571528,3.002784831895866e-8,FALSE
1991,All,epop25_54,0.7862863095625645,0.7862863,9.562564518006411e-9,FALSE
1991,All,epop55_64,0.5320918984280532,0.5320919,1.5719467949537602e-9,FALSE
1991,All,epop65,0.1111111111111111,0.1111111,1.1111111100636784e-8,FALSE
1991,All,epop_all,0.6165699440615113,0.6165699,4.406151132840819e-8,FALSE
1992,All,epop16_24,0.5672459156825552,0.5672459,1.5682555254414865e-8,FALSE
1992,All,epop25_54,0.7830174873783566,0.7830175,1.262164339710381e-8,FALSE
1992,All,epop55_64,0.5337798485730926,0.5337799,5.142690739923239e-8,FALSE
1992,All,epop65,0.11070612014977302,0.1107061,2.0149773016786554e-8,FALSE
1992,All,epop_all,0.6145691242447032,0.6145691,2.4244703245024368e-8,FALSE
1993,All,epop16_24,0.5723363108941891,0.5723363,1.0894189106380736e-8,FALSE
1993,All,epop25_54,0.7854447876239273,0.7854448,1.2376072722197762e-8,FALSE
1993,All,epop55_64,0.5374744823563721,0.5374745,1.764362789202778e-8,FALSE
1993,All,epop65,0.1087353920480512,0.1087354,7.951948793882835e-9,FALSE
1993,All,epop_all,0.6172307250125746,0.6172307,2.5012574567107038e-8,FALSE
1994,All,epop16_24,0.58124673569080465,0.5812467,3.569080464504992e-8,FALSE
1994,All,epop25_54,0.7923511339217532,0.7923511,3.392175318417401e-8,FALSE
