table,column,ours,pub,diff_abs,fail
C,s_1999,0.0760794112320304,0.07607941123202745,2.942091015256665e-15,FALSE
C,s_1999,0.02038850064534437,0.02038850064534439,2.0816681711721685e-17,FALSE
C,s_1999,0.05266861867238096,0.05266861867237816,2.796374243274613e-15,FALSE
C,s_1999,0.05248983086005041,0.052489830860053856,3.4486302702418925e-15,FALSE
C,s_1999,0.0541335451408049,0.05413354514080494,4.163336342344337e-17,FALSE
C,s_1999,0.0228497099550128,0.02284970995501591,3.1086244689504383e-15,FALSE
C,s_1999,0.06929391681160173,0.06929391681160167,5.551115123125783e-17,FALSE
C,s_1999,0.06166590186371088,0.0616659018637141,3.219646771412954e-15,FALSE
C,s_1999,0.05600359737927177,0.056003597379268494,3.2751579226442118e-15,FALSE
C,s_1999,0.01912538140184474,0.01912538140184479,5.204170427930421e-17,FALSE
C,s_1999,0.05673784879112874,0.05673784879113156,2.8171909249863347e-15,FALSE
C,s_1999,0.04614637178474305,0.04614637178474014,2.9073965457371287e-15,FALSE
C,s_1999,0.04693604278110556,0.04693604278110229,3.2682190287403046e-15,FALSE
C,s_1999,0.02091243429456056,0.020912434294563683,3.1225022567582528e-15,FALSE
C,s_1999,0.04460445011833815,0.044604450118338655,5.065392549852277e-16,FALSE
C,s_1999,0.02487171334065632,0.02487171334065327,3.049643870767227e-15,FALSE
C,s_1999,0.02120763814697664,0.0212076381469736,3.039235529911366e-15,FALSE
C,s_1999,0.05509644613663848,0.05509644613663851,3.469446951953614e-17,FALSE
C,s_1999,0.06736801062005496,0.0673680106200554,4.440892098500626e-16,FALSE
C,s_1999,0.0310642828157774,0.031064282815780934,3.535366444040733e-15,FALSE
C,s_1999,0.01961448141406054,0.019614481414057604,2.9351521213527576e-15,FALSE
C,s_1999,1,1,0,FALSE
C,s_2018,0.1417717211967205,0.14177172119672138,8.881784197001252e-16,FALSE
C,s_2018,0.16809943194692414,0.16809943194692534,1.1934897514720433e-15,FALSE
C,s_2018,0.15503209336159937,0.1550320933616004,1.0269562977782698e-15,FALSE
C,s_2018,0.15833491793380366,0.1583349179338006,3.0531133177191805e-15,FALSE
C,s_2018,0.16414097275577344,0.16414097275577466,1.2212453270876722e-15,FALSE
C,s_2018,0.21262086280517892,0.2126208628051776,1.304512053934559e-15,FALSE
C,s_2018,0.06336612295641789,0.06336612295641872,8.326672684688674e-16,FALSE
C,s_2018,0.07840559824030362,0.07840559824030478,1.1657341758564144e-15,FALSE
C,s_2018,0.01132012773492423,0.011320127734924348,1.1796119636642288e-16,FALSE
C,s_2018,0.03802664324943156,0.038026643249431835,2.7755575615628914e-16,FALSE
C,s_2018,0.04795957451504771,0.04795957451504571,1.9984014443252818e-15,FALSE
C,s_2018,0.07079308644752118,0.07079308644751847,2.706168622523819e-15,FALSE
C,s_2018,0.013691025272004,0.013691025272004205,2.0469737016526324e-16,FALSE
C,s_2018,0.03397868720824181,0.033978687208239544,2.2690183065776637e-15,FALSE
C,s_2018,0.04065231547928832,0.04065231547929176,3.4416913763379853e-15,FALSE
C,s_2018,0.06671006540206381,0.06671006540206721,3.400058012914542e-15,FALSE
C,s_2018,0.01434286395098967,0.014342863950989852,1.8214596497756474e-16,FALSE
C,s_2018,0.04047129292654808,0.04047129292655103,2.949029909160572e-15,FALSE
C,s_2018,0.0431878863959796,0.04318788639597752,2.0747292772682613e-15,FALSE
C,s_2018,0.0603328746602862,0.060332874660284565,1.6375789613221059e-15,FALSE
C,s_2018,0.01566725707416212,0.015667257074159755,2.366162821232365e-15,FALSE
C,s_2018,0.04940705959465745,0.04940705959465798,5.273559366969494e-16,FALSE
C,s_2018,0.04667446342141881,0.04667446342141982,1.0130785099704553e-15,FALSE
C,s_2018,0.0523921926655335,0.05239219266553204,1.457167719820518e-15,FALSE
C,s_2018,0.02859900946374223,0.028599009463745256,3.0253577421035516e-15,FALSE
C,s_2018,0.07371691213506258,0.07371691213506051,2.067790383364354e-15,FALSE
C,s_2018,0.05370991657697306,0.05370991657697142,1.6445178552260131e-15,FALSE
C,s_2018,0.05659502462940253,0.05659502462940354,1.0061396160665481e-15,FALSE
C,s_2018,1,1,0,FALSE
C,ds_99_18,-0.01504955582921852,-0.015049555829216826,1.6930901125533637e-15,FALSE
C,ds_99_18,-0.01158106337165951,-0.011581063371656014,3.4954678040932663e-15,FALSE
C,ds_99_18,-0.05478103264799502,-0.054781032647999765,4.746203430272544e-15,FALSE
C,ds_99_18,-0.01061072682501493,-0.010610726825018124,3.193625919273302e-15,FALSE
C,ds_99_18,0.05254473685524326,0.052544736855245446,2.185751579730777e-15,FALSE
C,ds_99_18,0.03947764181864491,0.039477641818645104,1.942890293094024e-16,FALSE
C,ds_99_18,-0.01737574283748869,-0.017375742837492048,3.3584246494910985e-15,FALSE
C,ds_99_18,0.00232618700827322,0.0023261870082773306,4.1104272763270444e-15,FALSE
C,ds_99_18,-0.00906837291042013,-0.00906837291042004,9.020562075079397e-17,FALSE
C,ds_99_18,-0.0146419754229494,-0.014641975422946332,3.066991105526995e-15,FALSE
C,ds_99_18,-0.00453025634500269,-0.00453025634500815,5.460042140637e-15,FALSE
C,ds_99_18,0.01665954130671627,0.01665954130671353,2.7408630920433552e-15,FALSE
C,ds_99_18,-0.00915868468300879,-0.009158684683011705,2.914335439641036e-15,FALSE
C,ds_99_18,-0.03531522960335991,-0.03531522960336213,2.220446049250313e-15,FALSE
C,ds_99_18,-0.02101358638442255,-0.02101358638442235,2.0122792321330962e-16,FALSE
C,ds_99_18,0.01070646802279204,0.010706468022798718,6.678685382510707e-15,FALSE
C,ds_99_18,-0.00478251745085506,-0.0047825174508549385,1.214306433183765e-16,FALSE
C,ds_99_18,-0.01626655586458066,-0.016266555864580527,1.3183898417423734e-16,FALSE
C,ds_99_18,-0.00295848538876344,-0.002958485388762616,8.239936510889834e-16,FALSE
C,ds_99_18,0.01339683187918064,0.01339683187918228,1.6410484082740595e-15,FALSE
C,ds_99_18,-0.00524517722039844,-0.005245177220403928,5.487797716252629e-15,FALSE
C,ds_99_18,0.0048026094763193,0.004802609476319317,1.6479873021779667e-17,FALSE
C,ds_99_18,0.02180275008076249,0.021802750080766552,4.062722380737682e-15,FALSE
C,ds_99_18,0.03118455451855686,0.03118455451855844,1.5785983631388945e-15,FALSE
C,ds_99_18,-0.02649743667289625,-0.02649743667289325,2.9976021664879227e-15,FALSE
C,ds_99_18,0.00634890151500762,0.006348901515005112,2.508410146262463e-15,FALSE
C,ds_99_18,0.02264563376119566,0.02264563376119048,5.179884299266746e-15,FALSE
C,ds_99_18,0.03698054321534198,0.03698054321534594,3.9621084191310274e-15,FALSE
C,ds_99_18,0,0,0,FALSE
